1,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2,0
2.1,0
2.2,0
2.3,0
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3,0
3.1,0
3.2,0
3.3,0
3.4,0
3.5,0.223312
3.6,0.424008
3.7,0.512663
3.8,0.577119
3.9,0.633852
4,0.687811
4.1,0.740602
4.2,0.789959
4.3,0.836812
4.4,0.879824
4.5,0.915099
4.6,0.941936
4.7,0.963255
4.8,0.980564
4.9,1
5,1
5.1,1
5.2,1
5.3,1
5.4,1
5.5,1
5.6,1
5.7,1
5.8,1
5.9,1
6,1
